2021-01-26,42524934
2021-01-27,42729067
2021-01-28,42963433
2021-01-29,43222226
2021-01-30,43453862
2021-01-31,43601762
2021-02-01,43688714
2021-02-02,43854241
2021-02-03,43945351
2021-02-04,44116825
2021-02-05,44280514
2021-02-06,44464039
2021-02-07,44581293
2021-02-08,44695161
