date,sentiment
2020-12-21,0.024092564102564103
2020-12-22,0.035608712613784115
2020-12-23,0.012914549938347734
2020-12-24,0.0359574522292994
2020-12-25,0.028328448275862093
2020-12-26,-0.02326628643852977
2020-12-27,-0.004635509138381195
2020-12-28,0.019485152284263958
2020-12-29,0.007206204379562049
2020-12-30,0.029717271589486855
2020-12-31,0.02226738578680202
2021-01-01,0.002461412358133677
2021-01-02,-0.008015082382762979
2021-01-03,-0.0016186462324393287
2021-01-04,0.02267955936352509
2021-01-05,0.002796666666666675
2021-01-06,0.02041904191616767
2021-01-07,0.019102280912364954
2021-01-08,0.03913024096385543
2021-01-09,0.003954665071770354
2021-01-10,0.0054338573155985545
2021-01-11,0.015228588098016345
2021-01-12,0.032033294255568626
2021-01-13,0.02231773049645396
2021-01-14,0.021101800720288128
2021-01-15,-0.007187191539365433
2021-01-16,-0.011014475271411322
2021-01-17,0.005350606796116506
2021-01-18,0.02652852153667056
2021-01-19,0.016687822014051577
